TranscriptID;ICR_expectedCount;ICR_TPM;ICR2_expectedCount;ICR2_TPM;ICR3_expectedCount;ICR3_TPM;ICR4_expectedCount;ICR4_TPM
MCOS_0000259201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000261601-mRNA-1;3.63;0.58;23.73;3.12;0.00;0.00;6.39;1.23
MCOS_0000262101-mRNA-1;113.07;8.38;246.22;15.06;153.02;11.32;136.89;12.33
MCOS_0000263201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000265701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000266101-mRNA-1;1.00;2.48;5.00;9.78;4.00;9.83;1.00;2.74
MCOS_0000266301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000266701-mRNA-1;2.00;0.36;0.00;0.00;5.00;0.89;0.00;0.00
MCOS_0000268401-mRNA-1;205.00;121.45;209.00;99.63;148.00;87.29;179.00;122.96
MCOS_0000269601-mRNA-1;1954.96;119.76;2229.12;112.86;3208.31;196.36;1228.11;91.63
MCOS_0000270201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000270901-mRNA-1;0.00;0.00;1.00;0.18;0.00;0.00;1.00;0.27
MCOS_0000272501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000273401-mRNA-1;1229.00;1382.07;1916.00;1716.87;1128.00;1260.35;2258.00;2880.04
MCOS_0000276401-mRNA-1;1.00;0.25;1.00;0.20;0.00;0.00;2.00;0.60
MCOS_0000276501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000277101-mRNA-1;0.00;0.00;2.00;0.42;1.00;0.26;0.00;0.00
MCOS_0000277701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278801-mRNA-1;10.82;0.64;0.00;0.00;33.54;2.00;0.00;0.00
MCOS_0000279601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000280201-mRNA-1;0.00;0.00;1.00;0.34;0.00;0.00;1.00;0.50
MCOS_0000281101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000282701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000283501-mRNA-1;4.37;0.56;4.76;0.50;7.57;0.96;2.51;0.39
MCOS_0000283601-mRNA-1;32.25;6.08;34.91;5.39;28.72;5.40;13.52;3.05
MCOS_0000285401-mRNA-1;0.00;0.00;0.00;0.00;2.00;0.13;0.00;0.00
MCOS_0000285901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000286101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000287401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000288801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000289501-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.57;0.00;0.00
MCOS_0000290501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000290901-mRNA-1;190.00;501.35;185.00;384.76;175.00;457.52;185.00;537.73
MCOS_0000292301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000293001-mRNA-1;2076.00;753.19;1760.00;517.96;1335.00;482.76;1635.00;698.80
MCOS_0000293201-mRNA-1;38.00;3.06;62.00;4.12;44.00;3.54;36.00;3.52
MCOS_0000293801-mRNA-1;1102.52;497.92;1087.76;397.06;1272.27;572.42;927.41;490.02
MCOS_0000295001-mRNA-1;14.00;4.50;8.00;2.09;33.00;10.58;3.00;1.14
MCOS_0000296001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.06
MCOS_0000296901-mRNA-1;1.00;0.28;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000297601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;11.51;2.42
MCOS_0000298401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000298901-mRNA-1;81.10;14.61;67.41;9.95;42.59;7.66;37.30;8.07
MCOS_0000299301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000299701-mRNA-1;41.97;7.97;96.61;15.02;6.49;1.23;36.60;8.33
MCOS_0000300001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.83;0.10
MCOS_0000300501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000300701-mRNA-1;0.00;0.00;0.00;0.00;2.00;1.15;0.00;0.00
MCOS_0000301001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000301201-mRNA-1;419.00;59.85;674.00;79.09;629.00;89.69;485.00;83.50
MCOS_0000302101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000302501-mRNA-1;2.00;0.94;1.00;0.38;0.00;0.00;0.00;0.00
MCOS_0000306301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000308301-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.73;0.00;0.00
MCOS_0000308401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000308601-mRNA-1;0.00;0.00;1.00;0.90;0.00;0.00;0.00;0.00
MCOS_0000310201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000310301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000310701-mRNA-1;567.90;60.27;562.74;49.20;695.24;73.69;426.85;54.86
MCOS_0000311101-mRNA-1;412.87;41.51;548.12;45.41;460.27;46.21;281.31;34.27
MCOS_0000312401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000313601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000314601-mRNA-1;252.26;49.00;406.75;64.69;207.51;40.23;224.86;52.33
MCOS_0000315701-mRNA-1;35.15;4.16;44.98;4.38;32.75;3.87;43.76;6.26
MCOS_0000316601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000316701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000316901-mRNA-1;7.00;2.58;4.00;1.19;0.00;0.00;4.00;1.73
MCOS_0000317701-mRNA-1;76.20;4.00;115.46;5.02;88.00;4.62;70.58;4.52
MCOS_0000318501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000319001-mRNA-1;9.00;6.44;11.00;6.31;9.00;6.41;5.00;4.12
MCOS_0000319101-mRNA-1;5.00;1.32;2.00;0.43;4.00;1.05;0.00;0.00
MCOS_0000320001-mRNA-1;50.00;32.43;50.00;26.06;28.00;18.08;39.00;29.24
MCOS_0000320201-mRNA-1;12.02;2.35;4.32;0.69;27.47;5.37;4.00;0.94
MCOS_0000320901-mRNA-1;3.43;0.67;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000321101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000322001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000322401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000324101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000324801-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.40;0.00;0.00
MCOS_0000326001-mRNA-1;127.83;37.74;179.12;43.04;135.00;39.74;77.04;26.96
MCOS_0000326701-mRNA-1;77.00;17.09;67.00;12.16;77.00;17.05;51.00;13.52
MCOS_0000326801-mRNA-1;15.00;3.92;5.00;1.07;23.00;6.00;5.00;1.55
MCOS_0000326901-mRNA-1;186.00;182.46;212.00;166.04;148.00;144.32;173.00;193.39
MCOS_0000327101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000328301-mRNA-1;14.00;3.74;8.00;1.74;12.00;3.20;9.00;2.86
MCOS_0000330201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000330601-mRNA-1;0.00;0.00;3.00;0.32;6.00;0.78;0.00;0.00
MCOS_0000330801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000334801-mRNA-1;4.31;0.70;2.00;0.27;4.00;0.65;7.00;1.37
MCOS_0000335001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000337301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;3.50;3.57
MCOS_0000337501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000340501-mRNA-1;45.14;7.90;95.02;13.64;38.17;6.67;67.92;14.28
MCOS_0000341301-mRNA-1;18.00;8.73;35.00;13.70;34.00;16.42;19.00;10.76
MCOS_0000342101-mRNA-1;36.94;36.24;35.82;28.05;28.00;27.30;26.98;30.16
MCOS_0000342301-mRNA-1;5.62;6.32;0.00;0.00;13.64;15.24;0.48;0.61
MCOS_0000342501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000343601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000343801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000344101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.12
MCOS_0000344801-mRNA-1;6.16;2.11;13.37;3.73;12.62;4.32;12.56;5.09
MCOS_0000345201-mRNA-1;32.88;3.50;136.31;11.97;21.85;2.33;29.27;3.78
MCOS_0000346401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000347001-mRNA-1;15.02;2.67;29.79;4.34;23.20;4.11;5.00;1.07
MCOS_0000347401-mRNA-1;155.68;4.93;0.00;0.00;739.20;23.39;0.00;0.00
MCOS_0000348501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000349301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000352501-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.23;0.00;0.00
MCOS_0000354401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000355401-mRNA-1;50.00;50.69;79.00;63.91;94.00;94.71;74.00;85.39
MCOS_0000356401-mRNA-1;26.00;24.70;15.00;11.38;29.00;27.39;16.00;17.34
MCOS_0000357201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.06
MCOS_0000357401-mRNA-1;0.00;0.00;10.41;1.96;0.79;0.18;2.40;0.66
MCOS_0000360201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000360901-mRNA-1;3.71;1.08;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000361901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000365601-mRNA-1;773.21;153.81;686.52;111.78;903.15;179.28;636.10;151.51
MCOS_0000365701-mRNA-1;1533.00;928.43;2057.00;1002.08;1188.00;716.27;1455.00;1020.97
MCOS_0000366801-mRNA-1;0.00;0.00;5.00;2.33;1.00;0.58;0.00;0.00
MCOS_0000368401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000369001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.55
MCOS_0000369201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000369801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000370301-mRNA-1;9.00;2.43;14.00;3.08;24.00;6.46;8.00;2.57
MCOS_0000370701-mRNA-1;6.81;2.22;20.47;5.42;9.47;3.07;5.79;2.23
MCOS_0000370901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.72
MCOS_0000371501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000371701-mRNA-1;3.64;0.40;0.00;0.00;28.31;3.12;3.97;0.53
MCOS_0000371801-mRNA-1;1.00;1.98;1.00;1.56;0.00;0.00;2.00;4.40
MCOS_0000372301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000372601-mRNA-1;508.00;82.01;512.00;67.82;504.00;81.21;380.00;73.78
MCOS_0000373301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000373901-mRNA-1;377.04;115.38;441.00;109.76;364.00;111.06;228.54;82.80
MCOS_0000374001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000375501-mRNA-1;7062.46;297.38;8925.25;311.01;7798.77;328.13;3370.82;173.28
MCOS_0000376501-mRNA-1;50.29;13.29;91.90;19.79;47.39;12.49;56.45;17.73
MCOS_0000376601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000377201-mRNA-1;83.00;148.23;79.00;111.73;70.00;124.01;56.00;111.65
MCOS_0000377301-mRNA-1;9.00;15.31;11.00;14.83;9.00;15.19;6.00;11.41
MCOS_0000378301-mRNA-1;45.00;58.11;96.00;98.59;34.00;43.60;30.00;43.73
MCOS_0000381801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000382101-mRNA-1;2.44;1.70;5.56;3.11;3.86;2.68;0.46;0.37
MCOS_0000382301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000383601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000383701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000385501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000385801-mRNA-1;4.00;1.75;7.00;2.47;2.00;0.87;6.00;3.07
MCOS_0000390201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000391101-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.53;1.00;0.62
MCOS_0000391701-mRNA-1;59.00;5.91;96.00;7.92;78.00;7.80;28.00;3.40
MCOS_0000391901-mRNA-1;3.00;0.30;2.11;0.18;0.00;0.00;1.11;0.14
MCOS_0000392801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000393901-mRNA-1;47.00;3.66;49.00;3.15;41.00;3.19;16.00;1.51
MCOS_0000395601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000396301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000397401-mRNA-1;2.00;0.86;0.00;0.00;1.00;0.43;0.00;0.00
MCOS_0000397501-mRNA-1;1.00;0.32;1.00;0.26;3.00;0.96;0.00;0.00
MCOS_0000398101-mRNA-1;206.15;22.07;222.48;19.62;280.31;29.97;176.71;22.91
MCOS_0000398301-mRNA-1;129.20;50.44;191.53;60.58;91.29;35.52;73.05;33.52
MCOS_0000398401-mRNA-1;41.58;30.51;28.32;16.67;38.00;27.75;21.50;18.16
MCOS_0000399701-mRNA-1;293.00;17.27;270.00;13.15;492.00;28.97;140.00;10.05
MCOS_0000401701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000402601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000402701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000403901-mRNA-1;0.00;0.00;3.00;0.52;0.00;0.00;0.00;0.00
MCOS_0000404001-mRNA-1;11028.00;11969.47;7308.00;6323.56;6938.00;7482.90;6078.00;7491.49
MCOS_0000404401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000408201-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.54;0.00;0.00
MCOS_0000408601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000408701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000409401-mRNA-1;1.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000410401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000410701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000411101-mRNA-1;11.00;14.39;15.00;15.61;6.00;7.80;11.00;16.24
MCOS_0000411701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000411801-mRNA-1;0.00;0.00;2.00;0.26;0.00;0.00;0.00;0.00
MCOS_0000411901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000412401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000412701-mRNA-1;461.00;784.24;422.00;568.87;406.00;685.25;844.00;1605.51
MCOS_0000413301-mRNA-1;118.35;21.17;169.82;24.90;105.99;18.92;62.05;13.32
MCOS_0000414001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000415101-mRNA-1;0.00;0.00;1.00;0.52;3.00;1.94;0.00;0.00
MCOS_0000415501-mRNA-1;0.00;0.00;1.00;0.63;0.00;0.00;0.00;0.00
MCOS_0000415801-mRNA-1;12.00;11.40;8.00;6.07;9.00;8.50;6.00;6.50
MCOS_0000416501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000417101-mRNA-1;120.00;121.65;123.00;99.51;103.00;103.78;137.00;158.09
MCOS_0000418001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000418101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000418301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000418601-mRNA-1;1.00;0.21;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000420501-mRNA-1;6272.00;2308.26;6662.00;1988.35;4568.00;1675.57;4755.00;2060.63
MCOS_0000421001-mRNA-1;276.17;22.77;544.60;37.06;316.58;26.08;237.11;23.75
MCOS_0000421401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000421601-mRNA-1;6.90;2.37;0.00;0.00;2.14;0.73;1.40;0.57
MCOS_0000421901-mRNA-1;0.00;0.00;1.00;0.65;0.00;0.00;0.00;0.00
MCOS_0000422101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000422301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.21
MCOS_0000423201-mRNA-1;0.00;0.00;0.00;0.00;11.00;1.68;0.00;0.00
MCOS_0000426701-mRNA-1;32.00;8.37;10.00;2.13;30.00;7.82;7.00;2.18
MCOS_0000426801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000426901-mRNA-1;3.00;0.43;6.00;0.71;4.00;0.58;3.00;0.52
MCOS_0000427001-mRNA-1;0.00;0.00;2.85;0.94;0.00;0.00;0.00;0.00
MCOS_0000427501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000427701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000427801-mRNA-1;3.94;1.16;5.00;1.20;4.00;1.18;1.00;0.35
MCOS_0000428301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000428801-mRNA-1;57.09;9.53;102.18;13.98;118.86;19.79;118.43;23.75
MCOS_0000429401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000430001-mRNA-1;329.98;23.94;590.62;35.39;426.39;30.91;256.10;22.60
MCOS_0000430801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000431001-mRNA-1;1365.00;2116.40;1566.00;1926.35;1281.00;1971.22;1646.00;2862.83
MCOS_0000432001-mRNA-1;27.00;12.19;19.00;6.94;43.00;19.35;14.00;7.40
MCOS_0000432601-mRNA-1;1.00;1.36;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000432701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000433201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000433901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000434001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000434901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000435801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000436601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000438301-mRNA-1;67.00;2.87;29.97;1.06;101.00;4.32;38.00;1.99
MCOS_0000438401-mRNA-1;107.00;10.42;104.00;8.35;87.00;8.46;81.00;9.56
MCOS_0000438701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000438801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000439001-mRNA-1;12.00;2.13;20.00;2.91;13.00;2.30;7.00;1.49
MCOS_0000439701-mRNA-1;9.00;7.36;9.00;5.89;11.00;8.95;6.00;5.63
MCOS_0000439801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440901-mRNA-1;10.00;43.94;32.00;110.18;6.00;26.10;12.00;57.10
MCOS_0000441301-mRNA-1;1.00;1.36;5.00;5.42;1.00;1.35;2.00;3.07
MCOS_0000441601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000444301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000444701-mRNA-1;1.00;0.15;3.00;0.37;2.00;0.30;0.00;0.00
MCOS_0000445701-mRNA-1;12.00;4.06;20.00;5.50;7.00;2.36;6.00;2.40
MCOS_0000446701-mRNA-1;451.00;75.76;495.00;68.20;417.00;69.92;280.00;56.52
MCOS_0000447601-mRNA-1;397.00;71.36;715.00;105.32;447.00;80.19;281.00;60.61
MCOS_0000447701-mRNA-1;2.00;0.86;5.00;1.74;2.00;0.86;0.00;0.00
MCOS_0000448201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000449201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000449601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000450601-mRNA-1;13.00;3.17;22.00;4.38;17.00;4.13;8.00;2.32
MCOS_0000450801-mRNA-1;4.00;0.95;2.00;0.39;2.00;0.47;1.00;0.28
MCOS_0000451201-mRNA-1;26.00;68.61;54.00;112.31;38.00;99.35;50.00;145.33
MCOS_0000451501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000451701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000451901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000452201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000452401-mRNA-1;5.00;2.22;6.00;2.15;9.00;3.98;2.00;1.04
MCOS_0000452601-mRNA-1;270.59;27.31;489.64;40.73;261.25;26.34;334.37;40.90
MCOS_0000452801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000453601-mRNA-1;12.00;1.90;17.00;2.21;11.98;1.89;11.00;2.10
MCOS_0000454101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000455701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000455901-mRNA-1;183.76;71.74;258.94;81.91;202.38;78.74;190.62;87.47
MCOS_0000456101-mRNA-1;93.00;166.09;74.00;104.66;60.00;106.29;96.00;191.39
MCOS_0000456401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000457501-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.94;0.00;0.00
MCOS_0000457701-mRNA-1;14.00;8.29;17.00;8.10;33.00;19.46;26.00;17.86
MCOS_0000457901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000458601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000459301-mRNA-1;0.00;0.00;0.00;0.00;3.00;2.44;0.00;0.00
MCOS_0000459401-mRNA-1;326.67;19.44;296.93;14.60;678.87;40.35;205.53;14.90
MCOS_0000459701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000459801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000460601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000460901-mRNA-1;0.00;0.00;0.00;0.00;2.00;49.14;0.00;0.00
MCOS_0000461301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000461801-mRNA-1;41.31;3.86;32.24;2.48;10.04;0.94;16.55;1.87
MCOS_0000463101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000463701-mRNA-1;13.00;3.23;12.00;2.43;12.00;2.97;2.00;0.59
MCOS_0000464301-mRNA-1;269.00;27.83;207.00;17.65;454.00;46.92;127.00;15.92
MCOS_0000464401-mRNA-1;0.00;0.00;10.02;4.88;6.01;3.62;2.01;1.41
MCOS_0000465001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.70
