TranscriptID B1_expectedCount B1_TPM B2_expectedCount B2_TPM B3_expectedCount B3_TPM B4_expectedCount B4_TPM
MCU_000120-RA 0.00 0.00 661.00 12.69 231.00 6.65 511.00 10.83
MCU_000120-RB 152.00 2.72 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000121-RA 72.10 2.21 647.00 21.32 239.00 11.80 487.00 17.72
MCU_000121-RB 191.90 6.61 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000122-RA 3.00 0.50 2.00 0.37 3.00 0.82 6.00 1.22
MCU_000123-RA 141.00 73.36 185.00 109.95 126.00 109.89 173.00 115.10
MCU_000124-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000124-RB 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.42
MCU_000125-RA 2.00 0.11 5.00 0.29 2.00 0.17 6.00 0.38
MCU_000126-RA 2.00 0.73 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000127-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000127-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000127-RC 246.00 6.91 769.00 23.25 269.00 12.18 578.00 19.29
MCU_000127-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000128-RA 30.00 1.29 75.00 3.47 44.00 3.05 49.00 2.51
MCU_000129-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000130-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000131-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000132-RA 263.00 7.97 531.00 17.31 220.00 10.74 479.00 17.25
MCU_000133-RA 3969.00 167.78 6212.00 283.14 3325.00 226.84 5751.00 289.64
MCU_000134-RA 1218.00 20.47 1645.00 29.68 924.00 24.98 1468.00 29.23
MCU_000135-RA 18.00 0.88 79.00 4.16 12.00 0.95 55.00 3.20
MCU_000136-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000137-RA 1837.00 68.23 2375.00 95.03 1189.00 71.23 2149.00 94.99
MCU_000137-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000138-RA 116.00 2.48 577.00 13.28 143.00 4.93 418.00 10.62
MCU_000139-RA 0.00 0.00 35.83 0.51 4.51 0.10 8.77 0.14
MCU_000139-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000139-RC 0.00 0.00 16.08 0.26 0.00 0.00 0.00 0.00
MCU_000139-RD 168.00 2.62 448.09 7.49 153.49 3.84 480.23 8.86
MCU_000140-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000141-RA 0.00 0.00 2.65 0.04 0.00 0.00 0.00 0.00
MCU_000141-RB 0.00 0.00 9.52 0.10 0.00 0.00 14.00 0.16
MCU_000141-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000141-RD 3.71 0.04 60.36 0.66 7.36 0.12 58.99 0.71
MCU_000141-RE 14.29 0.32 39.46 0.94 17.64 0.63 39.01 1.03
MCU_000142-RA 0.00 0.00 40.41 1.62 15.21 0.91 36.75 1.62
MCU_000142-RB 388.00 15.05 663.59 27.74 292.79 18.32 589.25 27.21
MCU_000143-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000143-RB 3.13 0.04 251.65 3.16 50.05 0.94 294.03 4.08
MCU_000143-RC 207.87 3.57 362.35 6.69 137.95 3.82 274.97 5.60
MCU_000144-RA 2146.00 112.21 1815.00 102.50 1156.00 97.67 1809.00 112.94
MCU_000145-RA 376.00 8.88 988.00 25.09 303.00 11.53 776.00 21.76
MCU_000146-RA 1.00 0.11 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000147-RA 125.00 12.10 145.00 15.27 122.00 19.18 130.00 15.17
MCU_000147-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000148-RA 288.00 8.41 862.00 27.08 247.00 11.62 663.00 23.00
MCU_000149-RA 0.00 0.00 20.25 0.36 0.00 0.00 24.11 0.47
MCU_000149-RB 198.99 4.40 703.61 16.72 209.85 7.47 544.12 14.27
MCU_000149-RC 1.01 0.03 5.14 0.14 2.15 0.09 3.77 0.12
MCU_000150-RA 9.00 0.85 8.00 0.82 2.00 0.31 3.00 0.34
MCU_000151-RA 2420.00 96.33 3684.00 158.05 1778.00 114.19 3270.00 155.00
MCU_000152-RA 4.00 0.98 1.00 0.27 3.00 1.21 1.00 0.30
MCU_000153-RA 75.00 1.93 208.00 5.75 82.00 3.39 211.00 6.44
MCU_000154-RA 0.00 0.00 2.00 0.09 1.00 0.06 2.00 0.09
MCU_000155-RA 12.00 1.04 17.00 1.59 16.00 2.24 8.00 0.83
MCU_000156-RA 11126.00 386.41 12940.00 483.94 7185.00 402.34 11177.00 461.71
MCU_000157-RA 183.00 2.10 596.00 7.32 213.00 3.92 560.00 7.59
MCU_000157-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000158-RA 746.00 177.06 355.69 93.87 463.15 181.31 341.31 100.40
MCU_000158-RB 84.00 16.10 41.31 8.75 19.85 6.25 44.69 10.53
MCU_000159-RA 39926.00 736.70 31861.00 631.35 24877.00 738.66 29276.00 640.24
MCU_000161-RA 339.00 9.57 660.00 20.05 319.00 14.51 601.00 20.16
MCU_000161-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000163-RA 4.55 0.16 10.99 0.42 0.00 0.00 15.49 0.66
MCU_000163-RB 119.45 4.94 243.01 10.84 79.00 5.28 206.51 10.18
MCU_000164-RA 788.00 72.04 727.00 72.26 1165.00 172.92 751.00 82.69
MCU_000165-RA 0.00 0.00 2.00 0.31 0.00 0.00 0.00 0.00
MCU_000168-RA 23.00 3.03 12.00 1.73 31.00 6.67 14.00 2.24
MCU_000169-RA 0.00 0.00 1.00 0.27 0.00 0.00 0.00 0.00
MCU_000171-RA 365.00 39.37 51.00 6.00 142.20 24.95 82.36 10.74
MCU_000172-RA 2.00 1.16 6.00 3.99 0.00 0.00 0.00 0.00
MCU_000173-RA 3.79 6.40 2.77 5.54 2.56 7.33 0.65 1.44
MCU_000174-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000175-RA 198.03 36.44 162.00 32.90 102.00 30.80 156.00 35.25
MCU_000176-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000178-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000179-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000180-RA 2036.00 32.35 3071.00 52.38 1511.00 38.62 2627.00 49.44
MCU_000181-RA 848.00 627.13 417.00 356.55 502.00 625.93 443.00 424.40
MCU_000182-RA 1836.00 406.78 1202.00 295.47 1361.00 496.64 1299.00 355.76
MCU_000183-RA 41.00 19.30 51.00 27.32 27.00 21.26 28.00 16.79
MCU_000184-RA 107.00 12.59 100.00 12.85 98.00 18.79 81.00 11.55
MCU_000186-RA 199.00 24.59 120.00 16.21 116.00 23.36 75.19 11.27
MCU_000187-RA 9.00 6.88 8.00 7.07 9.00 11.60 4.00 3.96
MCU_000188-RA 22.00 10.35 10.00 5.36 6.00 4.73 2.00 1.20
MCU_000189-RA 1022.23 120.32 163.08 20.96 299.92 57.50 251.45 35.85
MCU_000190-RA 941.00 67.44 488.00 37.90 386.00 44.81 451.00 38.76
MCU_000191-RA 2567.00 224.66 2241.00 213.07 1500.00 213.03 2037.00 214.51
MCU_000192-RA 250.54 23.45 377.98 38.47 156.08 23.72 257.35 29.02
MCU_000192-RB 36.46 2.82 0.00 0.00 0.00 0.00 37.65 3.49
MCU_000192-RC 0.00 0.00 59.02 5.17 35.92 4.70 0.00 0.00
MCU_000193-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000194-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.03 0.01
MCU_000194-RB 0.00 0.00 0.00 0.00 1.00 0.16 0.00 0.00
MCU_000194-RC 3.00 0.25 6.00 0.54 0.00 0.00 2.97 0.30
MCU_000195-RA 5244.00 390.45 5309.00 428.50 3761.00 453.69 4165.00 372.07
MCU_000196-RA 0.00 0.00 0.00 0.00 1.00 0.19 1.00 0.14
MCU_000197-RA 78.31 1.41 397.66 7.70 116.00 3.36 301.46 6.44
MCU_000197-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000198-RA 193.00 95.04 101.00 56.71 142.00 117.10 82.00 51.53
MCU_000199-RA 2531.00 195.05 1833.59 153.25 1458.00 182.10 1748.53 161.77
MCU_000200-RA 137.00 29.06 206.41 48.52 121.00 42.24 217.47 56.93
MCU_000201-RA 14.00 0.62 153.00 7.31 26.00 1.86 142.00 7.50
MCU_000202-RA 1129.90 42.15 552.96 22.22 382.54 23.02 54.18 2.41
MCU_000202-RB 0.00 0.00 0.00 0.00 0.00 0.00 33.60 0.74
MCU_000202-RC 619.10 11.95 3677.04 76.21 1045.46 32.47 3464.22 79.25
MCU_000203-RA 70.14 6.29 53.92 5.25 26.73 3.89 75.64 8.16
MCU_000203-RB 61.59 1.57 17.18 0.47 8.24 0.34 41.95 1.27
MCU_000203-RC 58.27 1.54 240.91 6.83 63.03 2.68 126.41 3.96
MCU_000204-RA 328.00 85.62 277.00 80.64 229.00 98.80 250.00 81.18
MCU_000206-RA 128.28 6.19 206.06 10.74 92.00 7.17 195.67 11.27
MCU_000206-RB 418.72 19.83 509.94 26.06 262.00 20.04 462.33 26.12
MCU_000207-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000207-RB 24.96 0.24 267.25 2.76 33.69 0.52 142.46 1.62
MCU_000207-RC 19.04 0.42 137.75 3.26 51.31 1.82 86.54 2.26
MCU_000208-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000209-RA 0.00 0.00 36.33 1.42 4.14 0.24 9.41 0.41
MCU_000209-RB 171.48 7.30 280.17 12.86 136.74 9.40 233.92 11.87
MCU_000209-RC 44.05 1.54 111.77 4.21 22.50 1.27 81.74 3.40
MCU_000209-RD 148.48 8.45 368.73 22.68 154.62 14.22 284.93 19.38
MCU_000210-RA 1.00 0.02 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000211-RA 999.30 22.93 1828.10 45.08 796.65 29.43 1520.40 41.39
MCU_000212-RA 0.00 0.00 4.24 0.42 0.00 0.00 1.05 0.12
MCU_000213-RA 1749.86 63.48 2733.65 106.82 1632.00 95.48 2724.84 117.62
MCU_000213-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000213-RC 768.99 66.91 450.26 42.56 382.80 54.04 293.98 30.77
MCU_000213-RD 11.15 0.54 15.08 0.79 19.20 1.51 4.18 0.24
MCU_000214-RA 238.00 8.71 429.00 16.92 175.00 10.33 430.00 18.73
MCU_000215-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000216-RA 0.00 0.00 0.00 0.00 1.00 0.49 1.00 0.37
MCU_000217-RA 169.60 1.15 186.54 1.36 117.76 1.28 159.60 1.28
MCU_000217-RB 0.68 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000217-RC 295.71 1.98 206.46 1.49 206.24 2.22 225.40 1.79
MCU_000218-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000218-RB 56.00 2.21 180.00 7.64 45.00 2.86 94.00 4.41
MCU_000219-RA 139.00 12.65 225.00 22.26 114.00 16.84 163.00 17.86
MCU_000220-RA 62.05 3.87 33.75 2.28 9.26 0.93 0.00 0.00
MCU_000220-RB 15.95 0.37 222.25 5.52 72.74 2.71 221.00 6.06
MCU_000221-RA 2339.00 139.79 1495.00 96.62 1370.00 132.42 1481.00 105.85
MCU_000222-RA 14.35 0.19 240.49 3.50 40.34 0.88 238.00 3.82
MCU_000222-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000222-RC 68.65 1.60 229.51 5.75 102.66 3.85 190.00 5.26
MCU_000223-RA 737.00 15.75 3837.00 88.12 1122.00 38.61 2975.00 75.42
MCU_000224-RA 4.89 0.17 25.94 0.95 8.00 0.44 43.00 1.74
MCU_000225-RA 66.00 5.95 128.00 12.55 63.00 9.22 120.00 13.03
MCU_000226-RA 2275.70 93.02 1436.03 63.27 1290.75 85.13 1350.00 65.72
MCU_000226-RB 449.36 87.84 368.04 79.52 248.03 79.65 330.21 79.42
MCU_000227-RA 5626.22 247.17 4974.65 235.70 3414.06 242.10 4382.41 229.45
MCU_000227-RB 549.78 27.53 403.35 21.81 265.94 21.52 334.59 20.00
MCU_000228-RA 0.00 0.00 16.21 0.40 46.34 1.71 7.69 0.21
MCU_000228-RB 4.16 0.52 0.00 0.00 2.19 0.45 1.16 0.18
MCU_000228-RC 0.00 0.00 34.44 0.79 0.00 0.00 20.29 0.51
MCU_000228-RD 679.84 15.23 1046.35 25.20 488.48 17.62 910.86 24.21
MCU_000229-RA 29.14 0.84 115.28 3.59 43.69 2.04 112.98 3.88
MCU_000229-RB 469.86 27.10 589.72 36.77 337.31 31.45 504.02 34.75
MCU_000230-RA 766.37 13.13 711.54 13.09 441.56 12.17 630.01 12.79
MCU_000231-RA 710.63 38.80 600.46 35.42 406.44 35.87 600.99 39.20
MCU_000232-RA 85.82 2.12 5.02 0.13 0.00 0.00 0.00 0.00
MCU_000232-RB 156.18 3.51 800.98 19.33 234.00 8.46 674.00 17.96
MCU_000233-RA 15.40 0.42 21.95 0.64 24.34 1.06 25.00 0.80
MCU_000233-RB 38.60 1.10 125.05 3.84 47.66 2.19 92.00 3.12
MCU_000234-RA 323.00 24.08 526.00 42.51 255.00 30.80 487.00 43.56
MCU_000235-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000236-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000236-RB 90.00 2.25 357.00 9.59 97.00 3.90 266.00 7.89
MCU_000237-RA 58.00 8.02 40.00 6.06 32.00 7.22 48.00 8.07
MCU_000238-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000239-RA 232.04 3.11 653.78 9.40 221.78 4.78 440.01 6.98
MCU_000239-RB 12.96 0.16 79.22 1.06 29.22 0.59 127.99 1.90
MCU_000240-RA 191.00 43.77 232.00 59.05 114.00 43.06 206.00 58.44
MCU_000241-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000241-RB 40.84 0.74 157.23 3.05 36.32 1.06 104.23 2.23
MCU_000241-RC 0.16 0.00 0.00 0.00 0.18 0.01 0.00 0.00
MCU_000241-RD 0.00 0.00 2.77 0.04 7.50 0.17 3.77 0.06
MCU_000241-RE 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000242-RA 513.00 32.32 648.00 44.17 367.00 37.41 624.00 47.05
MCU_000243-RA 293.12 10.74 0.00 0.00 73.29 4.33 0.00 0.00
MCU_000243-RB 94.88 2.53 55.87 1.60 0.00 0.00 0.00 0.00
MCU_000243-RC 0.00 0.00 738.13 20.23 195.71 8.03 664.00 20.09
MCU_000244-RA 16327.00 1353.10 20098.00 1808.12 12658.00 1701.33 19505.00 1943.07
MCU_000245-RA 13067.26 625.43 15851.42 818.79 14424.66 1114.95 16326.30 932.11
MCU_000245-RB 8174.65 519.40 4766.20 327.68 4253.20 437.25 3198.31 243.24
MCU_000245-RC 1443.56 38.18 2405.11 68.41 1399.14 59.61 2489.43 78.18
MCU_000245-RD 30.53 1.80 25.27 1.62 0.00 0.00 71.96 5.09
MCU_000246-RA 0.00 0.00 71.85 4.10 0.00 0.00 143.49 9.06
MCU_000246-RB 237.28 13.09 135.28 8.06 113.60 10.13 73.47 4.84
MCU_000246-RC 81.64 3.53 131.67 6.13 104.70 7.30 124.22 6.39
MCU_000246-RD 48.09 1.78 114.20 4.55 38.70 2.31 106.83 4.70
MCU_000247-RA 3.07 0.33 4.39 0.52 6.00 1.06 2.08 0.27
MCU_000247-RB 3.93 0.29 10.61 0.84 0.00 0.00 5.92 0.52
MCU_000247-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000248-RA 281.00 9.18 739.70 26.01 259.91 13.69 551.11 21.40
MCU_000249-RA 893.06 15.08 494.19 8.96 316.98 8.61 523.57 10.47
MCU_000250-RA 3710.86 648.78 2143.00 412.87 2162.36 619.74 2276.89 487.89
MCU_000250-RB 2.14 0.34 0.00 0.00 6.64 1.72 4.11 0.80
MCU_000251-RA 96.00 2.16 404.00 9.76 156.00 5.65 352.00 9.39
MCU_000252-RA 0.00 0.00 0.00 0.00 0.18 0.00 0.00 0.00
MCU_000253-RA 312.00 10.09 620.00 21.59 289.00 15.07 517.00 19.88
MCU_000254-RA 199.00 8.95 1105.00 53.59 307.00 22.28 840.00 45.02
MCU_000255-RA 1.00 0.56 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000257-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000258-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000259-RA 7.00 0.51 52.00 4.07 14.00 1.64 43.00 3.72
MCU_000260-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000261-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.41 0.08
MCU_000261-RB 1.83 0.09 12.69 0.64 1.78 0.13 4.24 0.24
MCU_000262-RA 0.17 0.02 2.31 0.28 1.22 0.22 1.35 0.18
MCU_000263-RA 182.00 8.17 392.00 18.98 141.00 10.22 261.00 13.97
MCU_000264-RA 6.06 0.04 175.26 1.28 9.99 0.11 91.01 0.73
MCU_000264-RB 7.46 0.05 30.46 0.22 0.00 0.00 51.88 0.41
MCU_000265-RA 61.48 1.03 69.28 1.24 47.01 1.26 75.11 1.49
MCU_000266-RA 10.41 0.67 10.00 0.70 3.74 0.39 19.43 1.51
MCU_000266-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.61 0.02
MCU_000266-RC 6.59 0.17 11.80 0.32 8.26 0.34 9.44 0.28
MCU_000266-RD 0.00 0.00 7.20 0.22 0.00 0.00 0.00 0.00
MCU_000266-RE 0.00 0.00 0.00 0.00 0.00 0.00 6.51 0.23
MCU_000266-RF 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000266-RG 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000267-RA 312.00 29.71 296.00 30.67 198.00 30.63 233.00 26.75
MCU_000268-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000268-RB 5.42 0.06 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000268-RC 20.58 0.21 29.68 0.32 17.00 0.28 32.54 0.39
MCU_000268-RD 0.00 0.00 21.32 0.23 0.00 0.00 29.46 0.35
MCU_000270-RA 1543.00 120.63 2659.00 225.49 1679.00 212.77 2418.00 227.00
MCU_000271-RA 0.00 0.00 0.00 0.00 1.00 0.04 2.00 0.06
MCU_000271-RB 0.00 0.00 3.00 0.13 0.00 0.00 0.00 0.00
MCU_000272-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000272-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000272-RC 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.09
MCU_000272-RD 9.00 0.40 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000272-RE 0.00 0.00 1.00 0.09 0.00 0.00 1.00 0.10
MCU_000273-RA 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.16
MCU_000274-RA 0.00 0.00 1.00 0.60 0.00 0.00 0.00 0.00
MCU_000275-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000276-RA 16.47 0.22 29.86 0.44 20.19 0.44 30.35 0.49
MCU_000276-RB 0.00 0.00 0.00 0.00 0.00 0.00 11.03 0.12
MCU_000276-RC 0.00 0.00 97.80 0.95 0.00 0.00 0.36 0.00
MCU_000276-RD 172.54 1.70 136.85 1.45 57.83 0.92 203.85 2.38
MCU_000276-RE 35.99 0.34 280.49 2.83 109.98 1.67 211.41 2.36
MCU_000277-RA 148.00 4.81 437.00 15.28 157.00 8.22 331.00 12.78
MCU_000278-RA 65.00 1.20 286.00 5.68 99.00 2.95 225.00 4.93
MCU_000280-RA 422.00 6.17 1156.00 18.13 402.00 9.45 1015.00 17.56
MCU_000280-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000281-RA 4.56 0.17 26.17 1.02 0.00 0.00 0.00 0.00
MCU_000281-RB 125.57 4.25 321.99 11.74 146.12 7.98 359.24 14.46
MCU_000281-RC 392.65 15.26 400.84 16.79 182.88 11.47 337.80 15.63
MCU_000281-RD 2.22 0.12 0.00 0.00 0.00 0.00 1.96 0.13
MCU_000282-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000283-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000284-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000285-RA 6.31 0.09 0.00 0.00 6.34 0.15 0.00 0.00
MCU_000285-RB 0.00 0.00 59.75 0.93 0.00 0.00 45.91 0.79
MCU_000285-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000285-RD 34.69 0.96 80.25 2.39 29.66 1.32 48.09 1.58
MCU_000286-RA 157.00 5.73 370.00 14.54 187.00 11.00 352.00 15.28
MCU_000288-RA 62.00 1.38 145.00 3.46 43.00 1.54 155.00 4.08
MCU_000288-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000289-RA 0.00 0.00 0.00 0.00 1.00 0.27 0.00 0.00
MCU_000290-RA 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.11
MCU_000291-RA 14.51 0.78 27.86 1.61 41.97 3.64 13.71 0.88
MCU_000291-RB 249.49 13.65 208.14 12.30 104.03 9.20 216.29 14.13
MCU_000293-RA 69.00 1.47 215.00 4.91 92.00 3.15 178.00 4.49
MCU_000294-RA 2.43 0.96 5.43 2.42 2.26 1.48 1.02 0.51
MCU_000296-RA 347.00 7.33 1262.32 28.66 430.00 14.63 1076.42 26.97
MCU_000296-RB 0.00 0.00 6.68 0.14 0.00 0.00 12.58 0.28
MCU_000297-RA 625.99 5.83 1211.75 12.10 525.50 7.86 1187.88 13.08
MCU_000297-RB 0.00 0.00 85.73 0.90 0.00 0.00 0.00 0.00
MCU_000298-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000299-RA 690.00 20.43 1323.00 42.14 527.00 25.14 1131.00 39.78
MCU_000300-RA 115.78 4.54 111.87 4.73 86.48 5.47 97.04 4.53
MCU_000300-RB 9.19 0.18 0.00 0.00 9.14 0.29 0.00 0.00
MCU_000300-RC 47.11 0.96 255.81 5.63 67.36 2.22 221.31 5.37
MCU_000300-RD 22.92 0.44 100.32 2.06 29.87 0.92 127.65 2.89
MCU_000300-RE 0.00 0.00 0.00 0.00 6.15 0.48 0.00 0.00
MCU_000301-RA 359.00 12.32 785.00 29.02 311.00 17.21 676.20 27.61
MCU_000301-RB 0.00 0.00 0.00 0.00 0.00 0.00 16.80 0.64
MCU_000302-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000303-RA 10.00 0.38 21.00 0.87 9.00 0.56 16.00 0.73
MCU_000304-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000305-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000306-RA 44.75 0.44 72.88 0.77 23.64 0.37 46.77 0.54
MCU_000306-RB 0.00 0.00 360.45 4.61 0.00 0.00 182.86 2.58
MCU_000306-RC 768.63 9.22 815.95 10.50 618.23 11.92 833.60 11.83
MCU_000306-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000307-RA 29.00 1.05 63.00 2.47 26.00 1.52 55.00 2.38
MCU_000308-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000308-RB 1.00 0.05 3.00 0.17 1.00 0.08 3.00 0.18
MCU_000308-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000309-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000310-RA 20.19 1.88 84.85 8.61 45.26 6.86 95.68 10.75
MCU_000310-RB 2481.81 238.66 4069.15 425.73 2604.74 406.90 3661.32 424.47
MCU_000311-RA 99.00 11.52 97.00 12.32 50.00 9.47 96.00 13.52
MCU_000312-RA 7.22 0.19 48.90 1.35 3.63 0.15 28.98 0.88
MCU_000312-RB 240.38 6.94 833.10 25.86 242.62 11.28 605.02 20.74
MCU_000312-RC 107.40 3.28 0.00 0.00 57.75 2.85 0.00 0.00
MCU_000313-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000314-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000314-RB 32.58 0.71 333.60 7.77 85.84 2.99 301.79 7.75
MCU_000314-RC 133.42 5.03 165.40 6.72 57.16 3.48 94.21 4.23
MCU_000315-RA 4.00 0.07 14.00 0.28 7.00 0.21 3.00 0.07
MCU_000317-RA 830.00 320.96 1360.00 594.54 818.00 527.24 1265.00 618.30
MCU_000318-RA 1338.00 37.84 2172.00 66.07 1176.69 53.61 1947.09 65.40
MCU_000319-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000320-RA 67.05 4.20 103.30 7.00 52.86 5.35 96.10 7.20
MCU_000320-RB 40.60 0.67 63.31 1.12 49.53 1.32 61.17 1.20
MCU_000321-RA 141.10 2.16 111.59 1.83 57.85 1.42 189.02 3.42
MCU_000321-RB 112.25 1.74 314.81 5.24 137.76 3.44 206.71 3.80
MCU_000321-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000322-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000322-RB 24.86 0.66 326.49 9.32 138.04 5.90 294.84 9.29
MCU_000322-RC 0.00 0.00 65.74 1.85 0.00 0.00 0.00 0.00
MCU_000322-RD 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000322-RE 167.14 11.11 151.78 10.92 71.96 7.74 138.16 11.00
MCU_000323-RA 2.00 0.68 3.00 1.15 0.00 0.00 0.00 0.00
MCU_000324-RA 554.00 31.11 710.74 43.13 366.00 33.22 685.74 46.01
MCU_000324-RB 0.00 0.00 5.26 0.31 0.00 0.00 79.26 5.12
MCU_000325-RA 5.00 0.49 48.00 5.10 11.00 1.74 26.00 3.06
MCU_000326-RA 0.00 0.00 3.64 0.08 0.12 0.00 28.91 0.75
MCU_000326-RB 35.00 0.67 102.36 2.09 23.88 0.73 55.09 1.24
MCU_000326-RC 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000327-RA 23.16 0.28 79.38 1.01 18.66 0.36 49.60 0.70
MCU_000327-RB 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000327-RC 0.00 0.00 0.00 0.00 0.00 0.00 3.26 0.04
MCU_000327-RD 13.84 1.15 4.62 0.42 12.34 1.67 16.15 1.62
MCU_000328-RA 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
MCU_000329-RA 0.00 0.00 47.00 1.53 11.00 0.54 44.00 1.59
MCU_000330-RA 13.75 0.20 26.41 0.42 0.00 0.00 15.83 0.27
